Time,T1,T2,U1,U2,SP1,SP2
0,20.949499999999997,20.949499999999997,100,100,21.67,21.67
5.02,21.2718,21.2718,100,100,24.18,24.18
10.01,22.238699999999998,22.238699999999998,100,100,26.675,26.675
15.03,23.5279,23.5279,100,100,29.185000000000002,29.185000000000002
20.03,25.461699999999997,25.461699999999997,100,100,31.685000000000002,31.685000000000002
25.0,27.3955,27.073199999999996,100,100,34.17,34.17
30.01,29.329299999999996,29.329299999999996,100,100,36.675000000000004,36.675000000000004
35.02,31.585399999999996,31.585399999999996,100,100,39.18000000000001,39.18000000000001
40.02,33.841499999999996,33.841499999999996,100,100,41.68000000000001,41.68000000000001
45.03,36.0976,36.0976,100,100,44.185,44.185
50.0,38.675999999999995,38.353699999999996,100,100,46.67,46.67
55.0,40.6098,40.6098,100,100,49.17,49.17
60.03,43.188199999999995,42.865899999999996,100,100,51.685,51.685
65.0,45.122,45.122,100,100,54.17,54.17
70.03,47.378099999999996,47.378099999999996,100,100,56.685,56.685
75.01,49.63419999999999,49.63419999999999,100,100,59.175000000000004,59.175000000000004
80.03,51.568,51.568,100,100,61.685,61.685
85.01,53.501799999999996,53.501799999999996,100,100,64.17500000000001,64.17500000000001
90.03,55.435599999999994,55.435599999999994,100,100,66.685,66.685
95.04,57.3694,57.3694,100,100,69.19,69.19
105.04,60.914699999999996,60.914699999999996,100,100,74.19,74.19
110.03,62.848499999999994,62.848499999999994,100,100,76.685,76.685
115.05,64.46,64.46,100,100,79.195,79.195
125.04,67.3607,67.3607,100,100,84.19,84.19
130.02,68.9722,68.9722,100,100,86.68,86.68
135.01,70.2614,70.2614,100,100,89.175,89.175
140.0,71.8729,71.8729,100,100,91.67,91.67
145.03,73.1621,73.1621,100,100,94.0,94.0
155.03,75.7405,75.7405,100,100,94.0,94.0
160.01,77.02969999999999,76.70739999999999,100,100,94.0,94.0
165.04,77.9966,77.9966,100,100,94.0,94.0
175.02,80.25269999999999,80.25269999999999,100,100,94.0,94.0
180.04,81.2196,81.2196,100,100,94.0,94.0
185.02,82.1865,82.1865,100,100,94.0,94.0
190.01,83.15339999999999,83.15339999999999,100,100,94.0,94.0
195.02,84.1203,84.1203,100,100,94.0,94.0
200.01,85.0872,85.0872,100,100,94.0,94.0
205.07,86.05409999999999,86.05409999999999,100,100,94.0,94.0
215.04,87.6656,87.6656,100,100,94.0,94.0
220.05,88.3102,88.3102,100,100,94.0,94.0
225.02,89.27709999999999,89.27709999999999,100,100,94.0,94.0
235.02,90.5663,90.5663,100,100,94.0,94.0
240.02,91.2109,91.2109,93.74156082061297,93.74156088142226,94.0,94.0
245.05,91.85549999999999,91.85549999999999,64.49663767085838,64.49663767086007,94.0,94.0
255.0,92.82239999999999,92.50009999999999,45.05143552353523,45.05143552353519,94.0,94.0
260.04,92.50009999999999,92.82239999999999,45.24586810726335,45.245868107263256,94.0,94.0
265.03,92.50009999999999,92.50009999999999,45.24586030335509,45.245860303354974,94.0,94.0
270.0,92.17779999999999,91.85549999999999,55.065554472543454,55.06555447254332,94.0,94.0
275.03,91.5332,91.5332,74.60772396188801,74.60772396188787,94.0,94.0
285.0,90.5663,90.5663,100,100,94.0,94.0
290.05,90.5663,90.244,100,100,94.0,94.0
295.06,90.244,90.244,100,100,93.80000000000001,93.80000000000001
305.05,90.8886,90.5663,0,0,88.805,88.805
310.03,90.5663,90.5663,0,0,86.31500000000003,86.31500000000003
315.05,90.244,90.244,0,0,83.805,83.805
325.06,87.9879,87.9879,0,0,78.80000000000001,78.80000000000001
335.03,84.7649,84.7649,0,0,73.81500000000003,73.81500000000003
345.01,81.2196,81.5419,0,0,68.82500000000002,68.82500000000002
350.01,79.6081,79.6081,0,0,66.32500000000002,66.32500000000002
355.06,77.67429999999999,77.67429999999999,0,0,63.80000000000001,63.80000000000001
365.02,74.12899999999999,74.12899999999999,0,0,60.0,60.0
370.02,72.5175,72.5175,0,0,60.0,60.0
375.06,70.5837,70.5837,0,0,60.0,60.0
385.03,67.3607,67.3607,0,0,60.0,60.0
395.06,64.46,64.1377,0,0,60.0,60.0
405.04,61.236999999999995,61.55929999999999,0,2.7762727535679934,60.0,60.0
410.04,59.947799999999994,59.947799999999994,100,100,60.0,60.0
415.0,58.9809,58.9809,100,100,60.0,60.0
420.0,58.65859999999999,58.65859999999999,100,100,60.0,60.0
425.07,58.65859999999999,58.65859999999999,100,100,61.204999999999984,61.204999999999984
435.03,59.947799999999994,59.947799999999994,100,100,66.18499999999997,66.18499999999997
440.01,60.914699999999996,60.914699999999996,100,100,68.67499999999998,68.67499999999998
445.04,62.2039,62.2039,100,100,71.19,71.19
455.06,64.46,64.46,100,100,72.0,72.0
465.05,67.3607,67.3607,100,100,72.0,72.0
475.04,69.6168,69.9391,100,98.29994805638604,72.0,72.0
480.02,70.90599999999999,71.22829999999999,59.70140131342443,59.79862604736251,72.0,72.0
485.03,72.1952,72.1952,30.739788228435767,30.739788452923417,72.0,72.0
490.04,73.1621,73.1621,9.650597708353597,19.470295236408052,72.0,72.0
495.02,73.1621,73.1621,0,0,72.0,72.0
505.02,72.5175,72.8398,64.87425239165452,64.97147689293308,72.0,72.0
510.06,71.8729,72.1952,94.30579894267359,94.3057989426705,72.0,72.0
515.01,71.8729,71.8729,100,94.1115372848895,72.0,72.0
525.04,72.1952,72.5175,94.01437117552288,84.29189757069611,72.0,72.0
530.02,72.8398,72.8398,74.47220626153528,74.56943099758332,72.0,72.0
535.06,73.4844,73.4844,55.02726226324107,64.84696060411565,72.0,72.0
545.05,74.12899999999999,74.12899999999999,100,100,76.195,76.195
550.04,74.45129999999999,74.45129999999999,100,100,78.69,78.69
555.01,75.0959,75.0959,100,100,81.17500000000001,81.17500000000001
565.02,76.70739999999999,76.70739999999999,100,100,86.18,86.18
570.01,77.35199999999999,77.67429999999999,100,100,88.67500000000001,88.67500000000001
575.05,78.3189,78.6412,100,100,91.195,91.195
585.01,80.25269999999999,80.25269999999999,100,100,94.0,94.0
590.03,81.2196,81.2196,100,100,94.0,94.0
595.02,82.1865,82.1865,100,100,94.0,94.0
600.02,82.83109999999999,83.15339999999999,100,100,94.0,94.0
605.01,83.79799999999999,83.79799999999999,100,100,94.0,94.0
615.03,85.73179999999999,85.73179999999999,100,100,94.0,94.0
620.02,86.37639999999999,86.37639999999999,100,100,94.0,94.0
625.04,87.02099999999999,87.3433,100,100,94.0,94.0
635.05,88.6325,88.95479999999999,100,100,94.0,94.0
640.03,89.59939999999999,89.59939999999999,100,100,94.0,94.0
645.04,90.244,90.244,46.38473359170424,46.38473359170405,91.81,91.81
655.03,90.8886,90.8886,0,0,86.815,86.815
665.05,89.92169999999999,89.92169999999999,0,0,81.805,81.805
670.03,88.6325,88.95479999999999,0,0,79.315,79.315
675.02,87.3433,87.3433,0,0,76.82,76.82
685.02,84.1203,84.1203,0,0,71.82,71.82
690.0,82.5088,82.5088,0,0,69.32999999999998,69.32999999999998
695.0,80.57499999999999,80.57499999999999,0,0,66.82999999999998,66.82999999999998
705.04,77.02969999999999,77.02969999999999,0,0,61.81,61.81
710.04,75.4182,75.4182,0,0,60.0,60.0
715.06,73.4844,73.4844,0,0,60.0,60.0
725.04,69.9391,69.9391,0,0,60.0,60.0
730.04,68.32759999999999,68.32759999999999,0,0,60.0,60.0
735.04,66.7161,66.7161,0,0,60.0,60.0
745.04,63.4931,63.8154,0,0,60.0,60.0
750.01,62.2039,62.2039,0,0,60.0,60.0
755.03,60.914699999999996,60.914699999999996,82.61570320568173,72.79600486480643,60.0,60.0
760.0,59.625499999999995,59.625499999999995,100,100,60.0,60.0
765.05,59.3032,58.9809,100,100,60.0,60.0
775.03,59.625499999999995,59.625499999999995,100,100,63.185,63.185
780.04,60.27009999999999,60.27009999999999,100,100,65.69,65.69
785.06,61.236999999999995,61.236999999999995,100,100,68.19999999999999,68.19999999999999
790.0,62.2039,62.2039,100,100,70.67000000000002,70.67000000000002
795.07,63.4931,63.17079999999999,100,100,72.0,72.0
805.05,66.0715,65.7492,100,100,72.0,72.0
810.05,67.3607,67.0384,100,100,72.0,72.0
815.0,68.64989999999999,68.64989999999999,100,100,72.0,72.0
820.01,69.9391,69.6168,98.68885775825339,98.59163302097132,72.0,72.0
825.07,71.22829999999999,70.90599999999999,59.79870696372641,59.79870696101367,72.0,72.0
835.05,73.1621,73.1621,7.415272071807339,7.415271858243,72.0,72.0
840.02,73.4844,73.4844,0,0,72.0,72.0
845.05,73.4844,73.80669999999999,0,0,72.0,72.0
855.02,72.5175,72.5175,84.7777293284064,84.68050459235562,72.0,72.0
860.0,71.8729,71.8729,100,100,72.0,72.0
865.02,71.55059999999999,71.55059999999999,100,100,72.0,72.0
875.02,72.1952,71.8729,93.91715294664056,100,72.0,72.0
880.02,72.5175,72.5175,84.29190772448779,84.19468298843945,72.0,72.0
885.06,73.1621,73.1621,100,100,73.19999999999999,73.19999999999999
895.06,74.77359999999999,74.77359999999999,100,100,78.19999999999999,78.19999999999999
905.05,76.70739999999999,76.70739999999999,100,100,83.195,83.195
910.01,77.67429999999999,77.67429999999999,100,100,85.67500000000001,85.67500000000001
915.03,78.6412,78.6412,100,100,88.185,88.185
920.02,79.6081,79.6081,100,100,90.68,90.68
925.04,80.57499999999999,80.57499999999999,100,100,93.19,93.19
935.0,82.5088,82.5088,100,100,94.0,94.0
940.03,83.47569999999999,83.47569999999999,100,100,94.0,94.0
945.01,84.1203,84.1203,100,100,94.0,94.0
950.0,85.0872,85.0872,100,100,94.0,94.0
955.07,86.05409999999999,86.05409999999999,100,100,94.0,94.0
965.03,87.6656,87.6656,100,100,94.0,94.0
970.04,88.3102,88.3102,100,100,94.0,94.0
975.04,88.95479999999999,88.95479999999999,100,100,94.0,94.0
985.02,90.5663,90.5663,100,100,94.0,94.0
995.04,91.85549999999999,91.85549999999999,0,0,89.81,89.81
1000.02,92.17779999999999,92.17779999999999,0,0,87.32000000000001,87.32000000000001
1005.01,91.85549999999999,91.85549999999999,0,0,84.825,84.825
1010.01,90.8886,91.2109,0,0,82.325,82.325
1015.02,89.92169999999999,89.92169999999999,0,0,79.82000000000002,79.82000000000002
1025.05,87.02099999999999,87.02099999999999,0,0,74.80500000000004,74.80500000000004
1030.04,85.0872,85.0872,0,0,72.31000000000003,72.31000000000003
1035.01,83.47569999999999,83.47569999999999,0,0,69.82500000000003,69.82500000000003
1040.0,81.5419,81.5419,0,0,67.33000000000003,67.33000000000003
1045.05,79.6081,79.6081,0,0,64.80500000000006,64.80500000000006
1055.04,76.0628,76.0628,0,0,60.0,60.0
1060.04,74.12899999999999,74.12899999999999,0,0,60.0,60.0
1065.02,72.5175,72.5175,0,0,60.0,60.0
1075.05,68.9722,68.9722,0,0,60.0,60.0
1085.04,65.7492,65.7492,0,0,60.0,60.0
1090.05,64.1377,64.46,0,0,60.0,60.0
1095.04,62.848499999999994,62.848499999999994,0,0,60.0,60.0
1105.03,59.947799999999994,59.947799999999994,100,100,60.0,60.0
1110.04,58.9809,58.9809,100,100,60.0,60.0
1115.03,58.65859999999999,58.65859999999999,100,100,60.184999999999945,60.184999999999945
1120.03,58.65859999999999,58.65859999999999,100,100,62.684999999999945,62.684999999999945
1125.02,59.3032,58.9809,100,100,65.17999999999995,65.17999999999995
1135.01,60.914699999999996,60.914699999999996,100,100,70.17499999999995,70.17499999999995
1140.04,61.88159999999999,62.2039,100,100,72.0,72.0
1145.05,63.17079999999999,63.17079999999999,100,100,72.0,72.0
1155.03,65.7492,65.7492,100,100,72.0,72.0
1160.03,67.0384,67.0384,100,100,72.0,72.0
1165.06,68.64989999999999,68.32759999999999,100,100,72.0,72.0
1175.06,70.90599999999999,70.90599999999999,22.501787866550316,22.50178786655319,72.0,72.0
1185.02,72.5175,72.5175,0,0,72.0,72.0
1190.03,72.8398,72.8398,0,0,72.0,72.0
1195.05,72.5175,72.1952,0,0,72.0,72.0
1205.05,70.90599999999999,70.90599999999999,43.210110033818985,33.39041169294413,72.0,72.0
1210.0,69.9391,69.9391,62.36338057996761,62.46060531601578,72.0,72.0
1215.07,69.2945,68.9722,81.80832615175979,91.62802449263447,72.0,72.0
1225.02,68.64989999999999,68.64989999999999,100,100,72.0,72.0
1230.04,68.9722,68.9722,100,91.23912295784235,72.0,72.0
1235.05,69.2945,69.2945,81.41942414358738,81.51664887963558,72.0,72.0
1240.02,69.9391,69.9391,71.79417490472322,61.97447656384837,72.0,72.0
1245.05,70.5837,70.5837,42.43230432353928,42.52952905958745,72.0,72.0
1255.01,71.22829999999999,71.22829999999999,23.084581416489932,23.08458141648984,72.0,72.0
1260.05,71.22829999999999,71.22829999999999,23.27903072666254,33.098729067537214,72.0,72.0
1265.03,70.90599999999999,70.90599999999999,33.098728931835694,33.00150419578733,72.0,72.0
1275.04,70.2614,70.2614,52.640900664915776,52.640900664915655,72.0,72.0
1285.02,69.2945,69.6168,72.08584771803076,81.9055460589054,72.0,72.0
1290.05,69.2945,69.2945,81.71109652388895,81.61387178784055,72.0,72.0
1295.04,69.2945,69.2945,81.61387173309707,81.61387173309691,72.0,72.0
1305.0,69.9391,69.9391,61.97447496227211,61.97447496227192,72.0,72.0
1310.05,70.2614,70.5837,52.349226057816466,52.34922605781627,72.0,72.0
1315.01,70.5837,70.90599999999999,42.626752422806895,32.807054081931916,72.0,72.0
1320.0,70.5837,70.90599999999999,22.31070413232992,12.58823052750318,71.33000000000004,71.33000000000004
1325.06,70.5837,70.90599999999999,0,0,68.80000000000007,68.80000000000007
1335.01,69.6168,69.6168,0,0,63.82500000000003,63.82500000000003
1340.03,68.64989999999999,68.64989999999999,0,0,61.31500000000004,61.31500000000004
1345.06,67.68299999999999,67.68299999999999,0,0,58.800000000000054,58.800000000000054
1355.05,65.42689999999999,65.42689999999999,0,0,53.805000000000035,53.805000000000035
1360.03,64.1377,64.1377,0,0,51.315000000000026,51.315000000000026
1365.0,62.848499999999994,62.526199999999996,0,0,48.83000000000001,48.83000000000001
1370.02,61.55929999999999,61.55929999999999,0,0,46.320000000000014,46.320000000000014
1375.07,60.27009999999999,59.947799999999994,0,0,43.79500000000003,43.79500000000003
1385.04,57.6917,57.6917,0,0,38.81000000000002,38.81000000000002
1390.0,56.402499999999996,56.402499999999996,0,0,36.32999999999999,36.32999999999999
1395.05,55.113299999999995,55.113299999999995,0,0,33.805000000000014,33.805000000000014
1405.03,52.8572,52.8572,0,0,28.814999999999998,28.814999999999998
1415.04,50.923399999999994,50.601099999999995,0,0,23.809999999999995,23.809999999999995
1420.04,49.63419999999999,49.63419999999999,0,0,21.67,21.67
1425.05,48.6673,48.6673,0,0,21.67,21.67
1430.01,47.700399999999995,47.700399999999995,0,0,21.67,21.67
1435.0,46.7335,46.7335,0,0,21.67,21.67
1445.02,45.122,45.122,0,0,21.67,21.67
1450.01,44.1551,44.1551,0,0,21.67,21.67
1455.03,43.188199999999995,43.51049999999999,0,0,21.67,21.67
1465.03,41.898999999999994,41.898999999999994,0,0,21.67,21.67
1475.02,40.6098,40.287499999999994,0,0,21.67,21.67
1480.01,39.6429,39.6429,0,0,21.67,21.67
1485.05,38.9983,38.9983,0,0,21.67,21.67
1495.03,37.7091,37.7091,0,0,21.67,21.67
1500.0,37.386799999999994,37.064499999999995,0,0,21.67,21.67
1505.01,36.7422,36.7422,0,0,21.67,21.67
1515.03,35.452999999999996,35.452999999999996,0,0,21.67,21.67
1520.01,35.1307,35.1307,0,0,21.67,21.67
1525.05,34.4861,34.4861,0,0,21.67,21.67
1535.06,33.5192,33.5192,0,0,21.67,21.67
1545.01,32.552299999999995,32.552299999999995,0,0,21.67,21.67
1550.03,32.23,32.23,0,0,21.67,21.67
1555.06,31.9077,31.9077,0,0,21.67,21.67
1560.01,31.585399999999996,31.263099999999998,0,0,21.67,21.67
1565.07,30.940799999999996,31.263099999999998,0,0,21.67,21.67
1575.04,30.2962,30.618499999999997,0,0,21.67,21.67
1580.04,30.2962,29.973899999999997,0,0,21.67,21.67
1585.02,29.6516,29.6516,0,0,21.67,21.67
1590.0,29.329299999999996,29.329299999999996,0,0,21.67,21.67
1595.06,29.006999999999998,29.006999999999998,0,0,21.67,21.67
1605.05,28.6847,28.6847,0,0,21.67,21.67
1610.0,28.362399999999997,28.362399999999997,0,0,21.67,21.67
1615.05,28.0401,28.0401,0,0,21.67,21.67
1625.01,27.3955,27.3955,0,0,21.67,21.67
1630.02,27.3955,27.073199999999996,0,0,21.67,21.67
1635.05,27.073199999999996,27.073199999999996,0,0,21.67,21.67
1640.04,26.750899999999998,26.750899999999998,0,0,21.67,21.67
1645.06,26.750899999999998,26.750899999999998,0,0,21.67,21.67
1655.01,26.4286,26.4286,0,0,21.67,21.67
1660.03,26.106299999999997,26.106299999999997,0,0,21.67,21.67
1665.0,25.784,25.784,0,0,21.67,21.67
1670.0,25.784,25.784,0,0,21.67,21.67
1675.07,25.461699999999997,25.461699999999997,0,0,21.67,21.67
1685.0,25.1394,25.1394,0,0,21.67,21.67
1690.0,25.1394,25.1394,0,0,21.67,21.67
1695.05,24.817099999999996,24.817099999999996,0,0,21.67,21.67
1705.0,24.494799999999998,24.494799999999998,0,0,21.67,21.67
1710.04,24.494799999999998,24.494799999999998,0,0,21.67,21.67
1715.0,24.494799999999998,24.494799999999998,0,0,21.67,21.67
1720.01,24.1725,24.1725,0,0,21.67,21.67
1725.04,24.1725,24.1725,0,0,21.67,21.67
1730.02,23.850199999999997,23.850199999999997,0,0,21.67,21.67
1735.07,23.850199999999997,23.850199999999997,0,0,21.67,21.67
1745.0,23.850199999999997,23.850199999999997,0,0,21.67,21.67
1750.03,23.5279,23.5279,0,0,21.67,21.67
1755.05,23.5279,23.5279,0,0,21.67,21.67
1765.0,23.205599999999997,23.205599999999997,0,0,21.67,21.67
1770.01,23.205599999999997,23.205599999999997,0,0,21.67,21.67
1775.02,23.205599999999997,23.205599999999997,0,0,21.67,21.67
1785.04,22.8833,22.8833,0,0,21.67,21.67
1790.0,22.8833,22.8833,0,0,21.67,21.67
1795.01,22.8833,22.8833,0,0,21.67,21.67
1800.01,22.8833,22.8833,0,0,21.67,21.67
1805.01,22.561,22.561,0,0,21.67,21.67
1815.01,22.561,22.561,0,0,21.67,21.67
1820.03,22.561,22.561,0,0,21.67,21.67
1825.03,22.561,22.561,0,0,21.67,21.67
1835.03,22.238699999999998,22.238699999999998,0,0,21.67,21.67
1840.03,22.238699999999998,22.238699999999998,0,0,21.67,21.67
1845.05,22.238699999999998,22.238699999999998,0,0,21.67,21.67
1855.04,22.238699999999998,22.238699999999998,0,0,21.67,21.67
1860.0,22.238699999999998,21.9164,0,0,21.67,21.67
1865.05,22.238699999999998,21.9164,0,0,21.67,21.67
1875.0,21.9164,21.9164,0,0,21.67,21.67
1885.03,21.9164,21.9164,0,0,21.67,21.67
1890.03,21.9164,21.9164,0,2.386816528843065,21.67,21.67
1895.06,21.9164,21.594099999999997,2.3868167693985347,0,21.67,21.67
1900.01,21.9164,21.9164,0,0,21.67,21.67
1905.06,21.9164,21.9164,2.386817335938482,0,21.67,21.67
1915.01,21.9164,21.9164,0,2.3868180554956924,21.67,21.67
1920.01,21.594099999999997,21.594099999999997,2.386818493803994,0,21.67,21.67
1925.02,21.9164,21.594099999999997,2.289594265064383,2.386819001112669,21.67,21.67
1935.05,21.9164,21.594099999999997,2.289595564745752,2.289595564745764,21.67,21.67
1945.03,21.9164,21.594099999999997,0,2.289597464030626,21.67,21.67
1950.0,21.9164,21.9164,0,2.2895987840237098,21.67,21.67
1955.0,21.9164,21.594099999999997,0,2.289600495795898,21.67,21.67
1960.0,21.9164,21.9164,0,0,21.67,21.67
1965.03,21.594099999999997,21.9164,0,0,21.67,21.67
1975.04,21.9164,21.9164,0,0,21.67,21.67
1980.0,21.9164,21.9164,0,0,21.67,21.67
1985.06,21.9164,21.9164,0,0,21.67,21.67
1995.04,21.594099999999997,21.9164,46.14302548389638,46.143025483898896,21.67,21.67
2000.03,21.9164,21.9164,36.728178311767834,36.728178311767834,21.67,21.67
